record_id,timestamp,api_name,endpoint,status_code,status,failure_reason,response_time_ms,cpu_usage_percent,memory_usage_percent,network_latency_ms,uptime_percent,request_count,error_count,downtime_minutes,incident_severity,server_region,predicted_health_status,failure_label
4431,2026-06-17 08:43:32,Stripe Payment API,/v1/service/40,200,Success,,3137.5,81.25,40.73,456.38,99.18,7837,0,0.0,Low,Singapore,Healthy,0
4432,2026-06-17 09:13:32,Weather API,/v1/service/48,400,Failure,Malformed Request Payload,2724.9,91.02,71.07,1059.04,99.32,7679,20,82.57,Critical,Australia,Critical Risk,1
4433,2026-06-17 09:43:32,OpenWeather API,/v1/service/22,200,Success,,4656.39,56.93,37.82,284.28,98.36,3817,0,0.0,Low,India,Stable,0
4434,2026-06-17 10:13:32,CRM API,/v1/service/21,200,Success,,3593.2,15.36,78.71,802.83,95.97,6366,0,0.0,Low,Europe,Healthy,0
4435,2026-06-17 10:43:32,Billing API,/v1/service/25,500,Failure,Internal Server Error,3324.29,84.0,54.43,221.07,96.33,3489,95,80.46,Critical,US-West,Critical Risk,1
4436,2026-06-17 11:13:32,Notification API,/v1/service/39,200,Success,,2617.56,55.49,84.3,562.08,95.41,4329,0,0.0,Low,Australia,Stable,0
4437,2026-06-17 11:43:32,Email Service API,/v1/service/10,200,Success,,3148.43,31.29,87.53,614.76,99.06,3675,0,0.0,Low,US-West,Healthy,0
4438,2026-06-17 12:13:32,Recommendation API,/v1/service/46,200,Success,,2077.16,48.93,37.92,632.56,96.66,4728,0,0.0,Low,India,Stable,0
4439,2026-06-17 12:43:32,Fraud Detection API,/v1/service/45,200,Success,,1292.84,56.61,94.0,834.78,96.41,7332,0,0.0,Low,Europe,Stable,0
4440,2026-06-17 13:13:32,Recommendation API,/v1/service/20,200,Success,,2772.97,59.89,58.4,437.99,99.73,4202,0,0.0,Low,Europe,Healthy,0
4441,2026-06-17 13:43:32,Billing API,/v1/service/15,200,Success,,4319.27,71.57,40.63,987.21,96.97,5401,0,0.0,Low,Europe,Healthy,0
4442,2026-06-17 14:13:32,Recommendation API,/v1/service/23,200,Success,,2710.25,86.09,35.95,1008.52,96.01,4487,0,0.0,Low,Singapore,Stable,0
4443,2026-06-17 14:43:32,Fraud Detection API,/v1/service/14,200,Success,,3961.38,38.8,63.7,990.74,96.19,769,0,0.0,Low,Australia,Healthy,0
4444,2026-06-17 15:13:32,Recommendation API,/v1/service/2,502,Failure,Bad Gateway,3908.03,36.34,65.15,204.66,96.52,1570,83,152.12,Critical,Singapore,Likely Failure,1
4445,2026-06-17 15:43:32,Google Maps API,/v1/service/14,500,Failure,Internal Server Error,141.77,23.23,44.61,173.88,95.45,4625,97,156.45,Medium,Australia,Likely Failure,1
4446,2026-06-17 16:13:32,Fraud Detection API,/v1/service/42,429,Failure,API Rate Limit Exceeded,3680.12,94.56,69.14,1000.49,97.97,3112,56,46.61,Medium,Australia,Critical Risk,1
4447,2026-06-17 16:43:32,Chat API,/v1/service/18,429,Failure,API Rate Limit Exceeded,4741.64,67.34,37.92,1061.15,99.6,6802,91,90.59,Critical,US-East,Likely Failure,1
4448,2026-06-17 17:13:32,Google Maps API,/v1/service/47,500,Failure,Internal Server Error,2643.23,90.62,65.0,346.94,99.88,6168,62,155.94,Medium,US-East,Critical Risk,1
4449,2026-06-17 17:43:32,Stripe Payment API,/v1/service/46,502,Failure,Bad Gateway,4455.07,92.26,45.91,731.18,95.55,1234,74,124.23,Critical,US-East,High Risk,1
4450,2026-06-17 18:13:32,Google Maps API,/v1/service/36,429,Failure,API Rate Limit Exceeded,4641.25,64.1,58.47,1010.91,95.35,3272,80,37.28,High,US-East,Critical Risk,1
4451,2026-06-17 18:43:32,GitHub API,/v1/service/19,200,Success,,2703.53,90.77,95.38,786.72,98.67,2113,0,0.0,Low,India,Healthy,0
4452,2026-06-17 19:13:32,Fraud Detection API,/v1/service/19,200,Success,,333.15,18.82,33.36,158.61,99.31,5464,0,0.0,Low,Australia,Stable,0
4453,2026-06-17 19:43:32,CRM API,/v1/service/30,502,Failure,Bad Gateway,4703.88,56.26,70.35,1178.6,94.57,7023,47,79.7,Critical,US-West,Critical Risk,1
4454,2026-06-17 20:13:32,Email Service API,/v1/service/41,504,Failure,Gateway Timeout,581.17,81.41,81.62,622.24,94.74,3472,39,154.57,High,Singapore,Likely Failure,1
4455,2026-06-17 20:43:32,Order API,/v1/service/34,200,Success,,3575.69,71.53,26.68,1173.16,95.99,9062,0,0.0,Low,Singapore,Stable,0
4456,2026-06-17 21:13:32,Recommendation API,/v1/service/28,200,Success,,1108.77,17.17,22.6,1062.89,99.13,4443,0,0.0,Low,Europe,Healthy,0
4457,2026-06-17 21:43:32,Authentication API,/v1/service/17,502,Failure,Bad Gateway,3936.58,90.08,58.48,571.06,95.04,7340,60,8.8,Medium,Australia,High Risk,1
4458,2026-06-17 22:13:32,Email Service API,/v1/service/28,503,Failure,Service Unavailable,1385.65,84.41,78.87,874.3,97.42,848,52,20.03,Critical,US-West,Likely Failure,1
4459,2026-06-17 22:43:32,Billing API,/v1/service/2,504,Failure,Gateway Timeout,419.71,91.54,78.87,736.89,99.96,7815,84,147.34,Medium,India,Likely Failure,1
4460,2026-06-17 23:13:32,Recommendation API,/v1/service/45,200,Success,,4357.81,80.42,74.63,795.88,94.71,7849,0,0.0,Low,US-West,Stable,0
4461,2026-06-17 23:43:32,Stripe Payment API,/v1/service/34,200,Success,,3878.16,49.77,93.11,814.51,96.4,7830,0,0.0,Low,US-East,Stable,0
4462,2026-06-18 00:13:32,HR API,/v1/service/42,500,Failure,Internal Server Error,4078.67,16.01,60.84,323.13,95.34,527,49,146.36,Critical,US-West,High Risk,1
4463,2026-06-18 00:43:32,Authentication API,/v1/service/21,404,Failure,Endpoint Not Found,4417.24,41.93,49.36,802.57,94.55,4550,94,48.14,Critical,US-West,High Risk,1
4464,2026-06-18 01:13:32,Recommendation API,/v1/service/34,400,Failure,Malformed Request Payload,3098.12,12.16,61.92,28.64,97.59,1499,87,74.19,Medium,Australia,Likely Failure,1
4465,2026-06-18 01:43:32,Search API,/v1/service/3,200,Success,,3384.24,26.14,80.23,925.85,96.74,9293,0,0.0,Low,India,Stable,0
4466,2026-06-18 02:13:32,Billing API,/v1/service/19,403,Failure,Permission Denied,1725.15,77.92,84.22,742.94,98.75,7822,22,116.18,Critical,India,High Risk,1
4467,2026-06-18 02:43:32,Authentication API,/v1/service/46,404,Failure,Endpoint Not Found,434.94,63.05,47.3,1135.1,97.43,1467,73,72.02,Medium,US-West,Likely Failure,1
4468,2026-06-18 03:13:32,Notification API,/v1/service/17,200,Success,,1100.1,66.1,93.86,448.3,99.57,8105,0,0.0,Low,Europe,Stable,0
4469,2026-06-18 03:43:32,Weather API,/v1/service/30,200,Success,,2067.56,89.34,33.28,228.68,95.13,9036,0,0.0,Low,US-West,Stable,0
4470,2026-06-18 04:13:32,Search API,/v1/service/34,500,Failure,Internal Server Error,2217.75,75.5,76.46,229.23,99.11,6308,51,128.44,Critical,US-West,Likely Failure,1
4471,2026-06-18 04:43:32,Video Streaming API,/v1/service/41,200,Success,,3596.68,39.94,88.57,388.81,98.53,1296,0,0.0,Low,Europe,Stable,0
4472,2026-06-18 05:13:32,Notification API,/v1/service/26,200,Success,,2438.87,72.96,80.78,454.07,97.16,6744,0,0.0,Low,Australia,Healthy,0
4473,2026-06-18 05:43:32,Weather API,/v1/service/4,200,Success,,2508.62,53.34,78.87,460.01,99.72,5758,0,0.0,Low,Europe,Stable,0
4474,2026-06-18 06:13:32,Authentication API,/v1/service/41,403,Failure,Permission Denied,3359.95,77.57,29.84,938.33,99.66,4911,16,177.36,Critical,US-East,Likely Failure,1
4475,2026-06-18 06:43:32,Stripe Payment API,/v1/service/23,429,Failure,API Rate Limit Exceeded,3047.14,50.14,49.01,38.5,99.63,4401,2,124.44,Medium,India,High Risk,1
4476,2026-06-18 07:13:32,Order API,/v1/service/14,200,Success,,548.87,88.31,51.06,822.28,98.91,2800,0,0.0,Low,Singapore,Healthy,0
4477,2026-06-18 07:43:32,CRM API,/v1/service/48,500,Failure,Internal Server Error,2587.24,41.25,45.18,647.43,98.62,8908,93,26.63,High,Australia,Critical Risk,1
4478,2026-06-18 08:13:32,Chat API,/v1/service/14,200,Success,,4033.95,14.4,73.95,622.14,95.66,4533,0,0.0,Low,Australia,Stable,0
4479,2026-06-18 08:43:32,Inventory API,/v1/service/12,503,Failure,Service Unavailable,559.48,43.43,21.3,397.34,98.78,8016,16,154.53,Critical,Europe,High Risk,1
4480,2026-06-18 09:13:32,OpenWeather API,/v1/service/9,200,Success,,1944.31,88.99,49.66,427.26,95.56,6824,0,0.0,Low,India,Stable,0
4481,2026-06-18 09:43:32,OpenWeather API,/v1/service/3,401,Failure,Invalid Authentication Token,2689.56,22.73,83.67,756.71,97.51,8730,74,12.67,Critical,US-East,High Risk,1
4482,2026-06-18 10:13:32,Billing API,/v1/service/36,500,Failure,Internal Server Error,2710.46,16.02,66.52,960.14,99.68,7927,93,179.22,High,Europe,High Risk,1
4483,2026-06-18 10:43:32,Fraud Detection API,/v1/service/50,200,Success,,3708.81,72.16,94.85,803.71,95.37,214,0,0.0,Low,India,Stable,0
4484,2026-06-18 11:13:32,Fraud Detection API,/v1/service/22,504,Failure,Gateway Timeout,4442.22,43.37,25.87,182.26,98.37,8095,77,21.73,High,US-West,High Risk,1
4485,2026-06-18 11:43:32,Fraud Detection API,/v1/service/7,502,Failure,Bad Gateway,2676.45,94.52,65.04,1004.55,94.95,831,86,166.94,High,US-East,Critical Risk,1
4486,2026-06-18 12:13:32,Email Service API,/v1/service/30,502,Failure,Bad Gateway,4048.5,73.21,35.01,611.75,98.52,3061,30,42.53,Medium,US-West,High Risk,1
4487,2026-06-18 12:43:32,Stripe Payment API,/v1/service/39,200,Success,,1884.6,85.3,34.43,406.59,94.77,4492,0,0.0,Low,Europe,Stable,0
4488,2026-06-18 13:13:32,Order API,/v1/service/12,200,Success,,4870.29,30.7,71.52,1018.81,98.55,1909,0,0.0,Low,Australia,Healthy,0
4489,2026-06-18 13:43:32,Email Service API,/v1/service/29,200,Success,,2070.63,60.66,46.49,845.03,96.48,3467,0,0.0,Low,Australia,Stable,0
4490,2026-06-18 14:13:32,Google Maps API,/v1/service/5,200,Success,,4313.2,61.12,76.61,140.53,94.94,5950,0,0.0,Low,US-East,Stable,0
4491,2026-06-18 14:43:32,Authentication API,/v1/service/42,200,Success,,2882.43,74.78,87.05,812.02,98.62,2188,0,0.0,Low,US-East,Stable,0
4492,2026-06-18 15:13:32,User Service API,/v1/service/46,200,Success,,4020.99,31.98,48.5,591.35,98.49,3877,0,0.0,Low,Europe,Healthy,0
4493,2026-06-18 15:43:32,Fraud Detection API,/v1/service/3,200,Success,,1705.33,29.73,88.46,1182.43,96.99,6712,0,0.0,Low,Australia,Healthy,0
4494,2026-06-18 16:13:32,CRM API,/v1/service/12,200,Success,,2227.07,71.63,62.39,199.11,96.24,5569,0,0.0,Low,US-East,Healthy,0
4495,2026-06-18 16:43:32,Fraud Detection API,/v1/service/6,200,Success,,1029.51,44.2,49.07,580.45,99.27,9329,0,0.0,Low,India,Healthy,0
4496,2026-06-18 17:13:32,CRM API,/v1/service/4,404,Failure,Endpoint Not Found,830.25,56.52,60.67,1009.46,98.43,2845,42,41.63,High,Europe,Likely Failure,1
4497,2026-06-18 17:43:32,GitHub API,/v1/service/40,200,Success,,2058.23,47.07,77.39,876.62,99.52,3417,0,0.0,Low,US-West,Healthy,0
4498,2026-06-18 18:13:32,Google Maps API,/v1/service/25,201,Success,,1654.69,70.01,74.21,1006.61,99.32,7304,0,0.0,Low,Europe,Healthy,0
4499,2026-06-18 18:43:32,Authentication API,/v1/service/33,200,Success,,4249.35,34.66,66.03,857.4,97.98,3823,0,0.0,Low,Australia,Healthy,0
4500,2026-06-18 19:13:32,Authentication API,/v1/service/10,429,Failure,API Rate Limit Exceeded,1555.14,10.7,91.93,1006.43,99.89,8726,7,145.64,High,India,High Risk,1
4501,2026-06-18 19:43:32,Analytics API,/v1/service/29,200,Success,,3062.61,16.86,27.7,440.08,95.02,5681,0,0.0,Low,India,Stable,0
4502,2026-06-18 20:13:32,Stripe Payment API,/v1/service/16,403,Failure,Permission Denied,86.88,69.73,49.4,1095.28,97.91,3393,83,48.48,Medium,India,High Risk,1
4503,2026-06-18 20:43:32,Authentication API,/v1/service/21,429,Failure,API Rate Limit Exceeded,4199.44,42.3,59.06,655.51,96.64,8483,17,167.85,Medium,US-East,Likely Failure,1
4504,2026-06-18 21:13:32,Search API,/v1/service/7,200,Success,,1563.82,20.72,39.33,344.2,99.56,3006,0,0.0,Low,Europe,Healthy,0
4505,2026-06-18 21:43:32,Fraud Detection API,/v1/service/15,200,Success,,4209.2,11.51,69.52,1034.57,97.97,7468,0,0.0,Low,Singapore,Healthy,0
4506,2026-06-18 22:13:32,Stripe Payment API,/v1/service/13,200,Success,,1800.44,62.74,90.56,885.2,99.72,1145,0,0.0,Low,Singapore,Healthy,0
4507,2026-06-18 22:43:32,Notification API,/v1/service/12,200,Success,,3030.2,49.9,55.39,72.96,96.56,6497,0,0.0,Low,US-West,Stable,0
4508,2026-06-18 23:13:32,Search API,/v1/service/28,503,Failure,Service Unavailable,4429.58,75.1,58.82,742.74,98.11,2397,79,74.18,Critical,Singapore,High Risk,1
4509,2026-06-18 23:43:32,Search API,/v1/service/20,200,Success,,4494.9,14.17,52.31,177.43,97.14,1913,0,0.0,Low,US-West,Healthy,0
4510,2026-06-19 00:13:32,Chat API,/v1/service/32,200,Success,,4547.72,46.86,23.89,179.84,96.2,747,0,0.0,Low,US-West,Stable,0
4511,2026-06-19 00:43:32,Fraud Detection API,/v1/service/9,200,Success,,3630.88,37.95,84.78,828.51,96.15,146,0,0.0,Low,Singapore,Stable,0
4512,2026-06-19 01:13:32,Recommendation API,/v1/service/46,200,Success,,1048.93,80.81,25.31,342.31,98.74,3809,0,0.0,Low,Australia,Stable,0
4513,2026-06-19 01:43:32,Notification API,/v1/service/25,429,Failure,API Rate Limit Exceeded,4981.14,31.69,24.37,667.19,98.11,8052,96,59.59,Critical,US-East,Likely Failure,1
4514,2026-06-19 02:13:32,Fraud Detection API,/v1/service/26,200,Success,,4432.8,11.43,67.53,287.62,98.53,7920,0,0.0,Low,India,Healthy,0
4515,2026-06-19 02:43:32,Fraud Detection API,/v1/service/34,200,Success,,1293.48,87.98,45.4,127.75,96.87,9624,0,0.0,Low,Singapore,Healthy,0
4516,2026-06-19 03:13:32,Recommendation API,/v1/service/43,400,Failure,Malformed Request Payload,2709.71,31.11,45.84,232.33,97.29,9436,14,105.87,High,Australia,High Risk,1
4517,2026-06-19 03:43:32,GitHub API,/v1/service/12,404,Failure,Endpoint Not Found,3390.78,49.48,52.7,52.99,94.71,231,10,64.92,Critical,India,Critical Risk,1
4518,2026-06-19 04:13:32,User Service API,/v1/service/5,429,Failure,API Rate Limit Exceeded,2607.39,60.26,45.9,992.88,95.36,8958,65,59.0,High,Singapore,High Risk,1
4519,2026-06-19 04:43:32,Search API,/v1/service/28,200,Success,,1665.99,15.15,88.71,970.3,99.2,4822,0,0.0,Low,Singapore,Healthy,0
4520,2026-06-19 05:13:32,Billing API,/v1/service/8,200,Success,,1491.62,83.42,75.3,152.91,96.61,4004,0,0.0,Low,India,Healthy,0
4521,2026-06-19 05:43:32,Chat API,/v1/service/3,200,Success,,3948.53,52.05,44.21,280.04,94.73,8184,0,0.0,Low,India,Stable,0
4522,2026-06-19 06:13:32,User Service API,/v1/service/16,429,Failure,API Rate Limit Exceeded,1866.92,81.31,30.88,489.23,94.85,9401,56,24.11,Medium,Europe,Critical Risk,1
4523,2026-06-19 06:43:32,Search API,/v1/service/4,200,Success,,510.94,81.66,69.68,32.81,98.52,3132,0,0.0,Low,India,Healthy,0
4524,2026-06-19 07:13:32,HR API,/v1/service/16,200,Success,,4567.66,88.67,64.07,765.69,96.97,7204,0,0.0,Low,US-East,Healthy,0
4525,2026-06-19 07:43:32,Analytics API,/v1/service/37,200,Success,,3250.21,29.27,90.95,286.78,95.48,6203,0,0.0,Low,Australia,Stable,0
4526,2026-06-19 08:13:32,Weather API,/v1/service/25,429,Failure,API Rate Limit Exceeded,4171.88,36.64,33.58,731.93,98.05,5132,80,40.19,Critical,Singapore,High Risk,1
4527,2026-06-19 08:43:32,CRM API,/v1/service/3,403,Failure,Permission Denied,3652.96,33.08,60.94,839.38,98.93,5630,41,26.51,High,Europe,Critical Risk,1
4528,2026-06-19 09:13:32,User Service API,/v1/service/47,200,Success,,723.64,34.27,77.18,1106.36,96.5,578,0,0.0,Low,India,Stable,0
4529,2026-06-19 09:43:32,GitHub API,/v1/service/38,504,Failure,Gateway Timeout,3845.25,26.21,46.28,123.23,96.46,1066,11,6.48,Medium,India,High Risk,1
4530,2026-06-19 10:13:32,Chat API,/v1/service/6,401,Failure,Invalid Authentication Token,4911.75,65.17,80.6,967.36,98.98,8173,44,136.7,Critical,Australia,Likely Failure,1
4531,2026-06-19 10:43:32,Fraud Detection API,/v1/service/27,503,Failure,Service Unavailable,3559.88,25.87,24.45,162.75,96.21,2793,28,99.62,High,US-West,Critical Risk,1
4532,2026-06-19 11:13:32,Fraud Detection API,/v1/service/46,404,Failure,Endpoint Not Found,4951.49,58.75,93.66,49.88,94.56,6515,41,3.93,High,Australia,High Risk,1
4533,2026-06-19 11:43:32,Fraud Detection API,/v1/service/20,404,Failure,Endpoint Not Found,1102.93,22.48,54.22,1182.79,94.77,279,60,64.03,Medium,India,High Risk,1
4534,2026-06-19 12:13:32,Video Streaming API,/v1/service/47,200,Success,,882.69,75.02,20.91,938.33,97.96,9766,0,0.0,Low,US-East,Healthy,0
4535,2026-06-19 12:43:32,Authentication API,/v1/service/33,502,Failure,Bad Gateway,4849.38,25.78,62.96,418.26,95.98,4526,43,107.33,Medium,Singapore,Critical Risk,1
4536,2026-06-19 13:13:32,Authentication API,/v1/service/41,429,Failure,API Rate Limit Exceeded,3212.85,25.82,87.65,730.75,98.01,9869,59,19.1,High,Singapore,Likely Failure,1
4537,2026-06-19 13:43:32,Email Service API,/v1/service/10,200,Success,,3285.8,19.63,84.22,1108.63,96.72,8490,0,0.0,Low,US-East,Stable,0
4538,2026-06-19 14:13:32,Stripe Payment API,/v1/service/39,504,Failure,Gateway Timeout,3907.7,65.83,33.54,480.9,99.97,8303,23,3.87,High,Europe,Likely Failure,1
4539,2026-06-19 14:43:32,CRM API,/v1/service/28,500,Failure,Internal Server Error,4305.86,73.63,82.87,1169.13,99.51,3558,52,42.7,Medium,US-East,Critical Risk,1
4540,2026-06-19 15:13:32,CRM API,/v1/service/5,200,Success,,4574.49,46.41,72.57,920.27,97.86,1546,0,0.0,Low,Europe,Stable,0
4541,2026-06-19 15:43:32,CRM API,/v1/service/33,502,Failure,Bad Gateway,4146.23,24.14,73.3,187.4,95.23,9841,71,18.48,Critical,Australia,Likely Failure,1
4542,2026-06-19 16:13:32,Fraud Detection API,/v1/service/21,200,Success,,4826.72,18.67,76.61,905.39,97.31,1160,0,0.0,Low,India,Stable,0
4543,2026-06-19 16:43:32,Stripe Payment API,/v1/service/31,201,Success,,2612.56,82.57,57.22,46.27,94.56,6813,0,0.0,Low,US-West,Healthy,0
4544,2026-06-19 17:13:32,Stripe Payment API,/v1/service/9,200,Success,,4313.99,57.83,60.69,675.67,97.97,7720,0,0.0,Low,Europe,Stable,0
4545,2026-06-19 17:43:32,GitHub API,/v1/service/36,200,Success,,2406.15,50.5,83.24,1156.13,99.65,4822,0,0.0,Low,Australia,Healthy,0
4546,2026-06-19 18:13:32,HR API,/v1/service/41,200,Success,,3872.76,62.13,39.57,1158.76,95.45,9234,0,0.0,Low,US-West,Stable,0
4547,2026-06-19 18:43:32,GitHub API,/v1/service/6,200,Success,,823.34,43.32,50.53,52.63,94.8,2365,0,0.0,Low,India,Stable,0
4548,2026-06-19 19:13:32,GitHub API,/v1/service/35,200,Success,,3642.62,62.51,67.6,1058.55,95.18,4994,0,0.0,Low,US-West,Healthy,0
4549,2026-06-19 19:43:32,Search API,/v1/service/40,200,Success,,753.08,53.92,78.19,398.51,98.37,4030,0,0.0,Low,Singapore,Healthy,0
4550,2026-06-19 20:13:32,Fraud Detection API,/v1/service/25,403,Failure,Permission Denied,1494.51,30.27,57.69,26.73,99.38,1008,30,34.12,High,Europe,High Risk,1
4551,2026-06-19 20:43:32,Inventory API,/v1/service/37,403,Failure,Permission Denied,1028.08,53.29,56.73,654.54,95.0,8886,27,16.3,Critical,Australia,Critical Risk,1
4552,2026-06-19 21:13:32,Video Streaming API,/v1/service/34,500,Failure,Internal Server Error,2892.58,54.79,38.31,362.49,94.54,1637,33,54.24,Critical,Singapore,High Risk,1
4553,2026-06-19 21:43:32,HR API,/v1/service/17,200,Success,,3247.02,25.27,88.19,233.2,96.37,2386,0,0.0,Low,Singapore,Stable,0
4554,2026-06-19 22:13:32,Inventory API,/v1/service/8,200,Success,,4658.47,89.15,85.58,761.14,97.47,4321,0,0.0,Low,US-West,Healthy,0
4555,2026-06-19 22:43:32,OpenWeather API,/v1/service/30,200,Success,,1539.9,26.95,73.35,1157.51,96.63,9880,0,0.0,Low,India,Stable,0
4556,2026-06-19 23:13:32,Search API,/v1/service/44,200,Success,,3745.01,62.96,88.42,287.18,99.02,8485,0,0.0,Low,Australia,Healthy,0
4557,2026-06-19 23:43:32,Analytics API,/v1/service/40,200,Success,,3747.18,35.1,23.47,778.24,99.6,1564,0,0.0,Low,Europe,Stable,0
4558,2026-06-20 00:13:32,Authentication API,/v1/service/34,200,Success,,4190.56,76.29,44.08,1079.16,96.84,8169,0,0.0,Low,Australia,Stable,0
4559,2026-06-20 00:43:32,Billing API,/v1/service/35,200,Success,,538.13,38.62,87.2,731.89,97.98,7243,0,0.0,Low,US-West,Healthy,0
4560,2026-06-20 01:13:32,Analytics API,/v1/service/23,500,Failure,Internal Server Error,3437.92,89.71,34.37,779.68,99.91,3405,84,62.82,Critical,US-West,Critical Risk,1
4561,2026-06-20 01:43:32,Video Streaming API,/v1/service/23,200,Success,,4814.63,87.29,39.41,850.94,95.83,777,0,0.0,Low,India,Healthy,0
4562,2026-06-20 02:13:32,Analytics API,/v1/service/22,200,Success,,3079.55,10.36,36.41,420.83,97.45,7483,0,0.0,Low,US-West,Healthy,0
4563,2026-06-20 02:43:32,Search API,/v1/service/18,200,Success,,3008.99,66.98,85.25,908.78,94.85,3726,0,0.0,Low,Singapore,Healthy,0
4564,2026-06-20 03:13:32,Authentication API,/v1/service/49,200,Success,,1635.09,56.7,77.29,1133.58,95.41,8109,0,0.0,Low,India,Healthy,0
4565,2026-06-20 03:43:32,Inventory API,/v1/service/21,200,Success,,3364.94,94.26,77.57,359.92,99.51,9324,0,0.0,Low,US-West,Healthy,0
4566,2026-06-20 04:13:32,OpenWeather API,/v1/service/16,200,Success,,3495.52,87.16,20.2,693.38,95.87,6182,0,0.0,Low,India,Healthy,0
4567,2026-06-20 04:43:32,Video Streaming API,/v1/service/44,200,Success,,943.88,79.36,58.11,519.58,96.45,7427,0,0.0,Low,Australia,Stable,0
4568,2026-06-20 05:13:32,Stripe Payment API,/v1/service/47,504,Failure,Gateway Timeout,1047.7,48.0,67.9,797.33,99.06,9589,25,74.53,Medium,Singapore,Critical Risk,1
4569,2026-06-20 05:43:32,Stripe Payment API,/v1/service/20,200,Success,,4074.22,61.03,95.08,495.68,94.69,424,0,0.0,Low,India,Stable,0
4570,2026-06-20 06:13:32,Inventory API,/v1/service/24,200,Success,,1196.58,57.27,71.54,925.07,94.8,600,0,0.0,Low,US-East,Healthy,0
4571,2026-06-20 06:43:32,Authentication API,/v1/service/10,200,Success,,790.77,33.8,65.42,185.36,97.78,1288,0,0.0,Low,Singapore,Stable,0
4572,2026-06-20 07:13:32,CRM API,/v1/service/19,200,Success,,3327.66,71.03,28.33,947.35,96.65,2175,0,0.0,Low,Europe,Stable,0
4573,2026-06-20 07:43:32,Email Service API,/v1/service/6,504,Failure,Gateway Timeout,4720.61,86.14,34.0,844.17,96.51,2994,42,153.31,Medium,Singapore,Likely Failure,1
4574,2026-06-20 08:13:32,Google Maps API,/v1/service/8,200,Success,,3173.55,51.83,50.01,1185.76,97.09,3736,0,0.0,Low,India,Stable,0
4575,2026-06-20 08:43:32,Notification API,/v1/service/39,200,Success,,4021.41,91.83,76.16,76.33,94.82,6418,0,0.0,Low,US-East,Healthy,0
4576,2026-06-20 09:13:32,User Service API,/v1/service/49,503,Failure,Service Unavailable,4380.91,28.03,81.42,832.44,99.13,2463,17,138.65,Critical,India,Critical Risk,1
4577,2026-06-20 09:43:32,Email Service API,/v1/service/19,500,Failure,Internal Server Error,403.93,62.74,56.06,527.77,94.54,3990,98,140.11,High,Australia,Critical Risk,1
4578,2026-06-20 10:13:32,Video Streaming API,/v1/service/3,200,Success,,4483.35,17.86,34.53,1010.3,97.11,4167,0,0.0,Low,India,Healthy,0
4579,2026-06-20 10:43:32,Stripe Payment API,/v1/service/20,200,Success,,4073.06,89.14,81.04,543.28,97.65,504,0,0.0,Low,US-West,Healthy,0
4580,2026-06-20 11:13:32,Analytics API,/v1/service/8,201,Success,,1761.29,15.86,28.41,393.27,97.33,5256,0,0.0,Low,Australia,Stable,0
4581,2026-06-20 11:43:32,Recommendation API,/v1/service/8,429,Failure,API Rate Limit Exceeded,625.9,51.41,62.07,672.53,95.17,317,64,118.47,Medium,US-East,Critical Risk,1
4582,2026-06-20 12:13:32,Google Maps API,/v1/service/48,200,Success,,3319.15,77.6,26.02,566.5,97.1,498,0,0.0,Low,Singapore,Healthy,0
4583,2026-06-20 12:43:32,Inventory API,/v1/service/20,500,Failure,Internal Server Error,3893.6,18.97,89.47,1022.98,97.34,8431,49,129.05,Medium,India,High Risk,1
4584,2026-06-20 13:13:32,Recommendation API,/v1/service/5,502,Failure,Bad Gateway,4348.62,72.16,40.07,203.2,99.23,6039,78,106.21,High,Europe,Critical Risk,1
4585,2026-06-20 13:43:32,Weather API,/v1/service/1,200,Success,,4012.19,84.44,84.06,900.15,98.84,8067,0,0.0,Low,Europe,Stable,0
4586,2026-06-20 14:13:32,User Service API,/v1/service/19,200,Success,,2225.85,77.18,46.05,1167.12,94.84,1844,0,0.0,Low,Australia,Healthy,0
4587,2026-06-20 14:43:32,Chat API,/v1/service/35,500,Failure,Internal Server Error,638.51,59.1,26.78,1002.11,95.48,6970,66,78.2,Critical,Australia,Likely Failure,1
4588,2026-06-20 15:13:32,User Service API,/v1/service/20,404,Failure,Endpoint Not Found,3291.83,66.17,66.57,1013.86,96.25,9664,35,71.83,Critical,India,High Risk,1
4589,2026-06-20 15:43:32,Inventory API,/v1/service/7,504,Failure,Gateway Timeout,4181.62,41.28,64.23,976.22,95.88,8059,15,98.73,Medium,US-West,Critical Risk,1
4590,2026-06-20 16:13:32,Email Service API,/v1/service/2,200,Success,,2039.01,51.03,54.87,634.49,97.1,790,0,0.0,Low,Australia,Healthy,0
4591,2026-06-20 16:43:32,Chat API,/v1/service/14,200,Success,,1295.04,21.54,55.64,882.31,95.67,4925,0,0.0,Low,Singapore,Stable,0
4592,2026-06-20 17:13:32,Chat API,/v1/service/30,201,Success,,4842.88,60.47,75.17,53.69,97.86,641,0,0.0,Low,Australia,Healthy,0
4593,2026-06-20 17:43:32,Video Streaming API,/v1/service/14,200,Success,,2270.21,23.16,93.82,10.76,98.05,3395,0,0.0,Low,Europe,Stable,0
4594,2026-06-20 18:13:32,Authentication API,/v1/service/3,400,Failure,Malformed Request Payload,4494.51,55.62,26.49,211.6,99.51,9408,49,32.58,Critical,Europe,Likely Failure,1
